nct_id,facility,status,city,state,zip,lat,lon,x,y,contact_name,contact_phone,contact_email
NCT01034033,Stanford University School of Medicine,RECRUITING,Stanford,California,94305,37.42411,-122.16608,108.0,263.3,Meredith Mills,650-724-5223,bluett@stanford.edu
NCT01035112,Stanford University School of Medicine,RECRUITING,Stanford,California,94305,37.42411,-122.16608,108.0,263.3,Jocelyn Steffen,650-725-1812,jsteffen@stanford.edu
NCT01042379,University of Alabama at Birmingham,RECRUITING,Birmingham,Alabama,35294,33.52066,-86.80249,629.5,382.5,"Erica Stringer-Reasor, MD",,
NCT01042379,Mayo Clinic - Scottsdale,NOT_YET_RECRUITING,Scottsdale,Arizona,85259,33.50921,-111.89903,242.8,369.1,,507-538-7623,
NCT01042379,University of Arizona,ACTIVE_NOT_RECRUITING,Tucson,Arizona,85724,32.22174,-110.92648,253.9,395.4,,,
NCT01042379,"University of California - Davis, Comprehensive Cancer Center",RECRUITING,Davis,California,95817,38.54491,-121.74052,119.7,244.6,"Mili Arora, MD",,
NCT01042379,City of Hope,RECRUITING,Duarte,California,91010,34.13945,-117.97729,153.4,339.0,,800-826-4673,
NCT01042379,University of California San Diego,RECRUITING,La Jolla,California,92093-0698,32.84727,-117.2742,158.5,365.1,,858-822-6194,
NCT01042379,University of Southern California,RECRUITING,Los Angeles,California,90033,34.05223,-118.24368,149.0,339.6,"Kristy Watkins, RN",323-865-0452,Watkins_K@ccnt.usc.edu
NCT01042379,HOAG Memorial Hospital Presbyterian,RECRUITING,Newport Beach,California,92663,33.61891,-117.92895,151.9,348.7,"Chaitali Nangia, MD",,
NCT01042379,University of California San Francisco (UCSF),RECRUITING,San Francisco,California,94115,37.77493,-122.41942,106.3,255.9,Clinical Research Coordinator,415-443-4296,ispycrc@ucsf.edu
NCT01042379,University of Colorado Cancer Center,RECRUITING,Aurora,Colorado,80045,39.72943,-104.83192,362.0,266.6,,720-848-1622,
NCT01042379,Yale Cancer Center,RECRUITING,New Haven,Connecticut,06510,41.30815,-72.92816,805.4,203.9,"Trisha Burello, MS",203-737-2848,trisha.burrello@yale.edu
NCT01042379,Georgetown University Medical Center,RECRUITING,Washington D.C.,District of Columbia,20007,38.89511,-77.03637,758.7,261.0,"Minetta Liu, MD",202-444-3677,Liumc@georgetown.edu
NCT01042379,H. Lee Moffitt Cancer Center and Research Institute,RECRUITING,Tampa,Florida,33612,27.94752,-82.45843,711.0,477.8,"Hyo Heather Han, MD",,
NCT01042379,Moffitt Cancer Center,RECRUITING,Tampa,Florida,33612,27.94752,-82.45843,711.0,477.8,"Heather Han, MD",,
NCT01042379,Winship Cancer Institute of Emory University,RECRUITING,Atlanta,Georgia,30322,33.749,-84.38798,666.1,374.2,"Kevin Kalinsky, MD",,
NCT01042379,University of Chicago,RECRUITING,Chicago,Illinois,60453,41.85003,-87.65005,602.7,227.4,,773-834-2756,
NCT01042379,Loyola University,RECRUITING,Maywood,Illinois,60153,41.8792,-87.84312,600.0,227.1,,708-327-3102,
NCT01042379,University of Kansas,ACTIVE_NOT_RECRUITING,Westwood,Kansas,66205,39.04056,-94.6169,507.4,285.2,,,
NCT01042379,"Herbert-Herman Cancer Center, Sparrow Hospital",RECRUITING,Lansing,Michigan,48912,42.73253,-84.55553,643.2,206.5,"Brittani Thomas, DO",,
NCT01042379,University of Minnesota,RECRUITING,Minneapolis,Minnesota,55455,44.97997,-93.26384,523.6,173.2,,612-626-8487,
NCT01042379,Mayo Clinic,RECRUITING,Rochester,Minnesota,55905,44.02163,-92.4699,534.7,190.8,,507-538-7623,
NCT01042379,"Metro Minnesota Community Oncology Research Consortium, Hennepin County Medical Center",RECRUITING,Saint Louis Park,Minnesota,55416,44.9483,-93.34801,522.5,173.8,"Satya Bommakanti, MD",,
NCT01042379,Rutgers Cancer Institute of New Jersey,RECRUITING,New Brunswick,New Jersey,08903,40.48622,-74.45182,788.3,223.9,,732-235-7356,
NCT01042379,Roswell Park Cancer Institute,RECRUITING,Buffalo,New York,14263,42.88645,-78.87837,719.2,192.0,"Ellis Levine, MD",,
NCT01042379,Laura and Isaac Perlmutter Cancer Center / NYU Langone Health,RECRUITING,New York,New York,10016,40.71427,-74.00597,793.4,218.3,Yannis Karamitas,,Yannis.Karamitas@nyulangone.org
NCT01042379,Columbia University Medical Center,RECRUITING,New York,New York,10032,40.71427,-74.00597,793.4,218.3,"Meghana Trivedi, MD",,
NCT01042379,University of Rochester Wilmot Cancer Institute,RECRUITING,Rochester,New York,14642,43.15478,-77.61556,735.1,183.9,,,WCICTOResearch@urmc.rochester.edu
NCT01042379,Montefiore Medical Center,RECRUITING,The Bronx,New York,10467,40.84985,-73.86641,794.7,215.3,Jesus D Anampa,,
NCT01042379,Wake Forest Baptist Comprehensive Cancer Center,RECRUITING,Winston-Salem,North Carolina,27157,36.09986,-80.24422,722.0,321.3,"Angela Howell, MD",336-716-5440,anhowell@wakehealth.edu
NCT01042379,Cleveland Clinic,RECRUITING,Cleveland,Ohio,44106,41.4995,-81.69541,685.3,224.1,,800-233-2273,
NCT01042379,"The Ohio State University, Stefanie Spielman Comprehensive Breast Center",RECRUITING,Columbus,Ohio,43212,39.96118,-82.99879,671.3,255.4,"Nicole Williams, MD",,
NCT01042379,Oregon Health & Science Institute (OHSU),RECRUITING,Portland,Oregon,97239,45.52345,-122.67621,143.0,114.9,Brienna Palm,503-494-4438,palmb@ohsu.edu
NCT01042379,University of Pennsylvania (U Penn),RECRUITING,Philadelphia,Pennsylvania,19104,39.95238,-75.16362,780.7,235.9,,215-614-1850,
NCT01042379,University Pittsburgh Medical Center,ACTIVE_NOT_RECRUITING,Pittsburgh,Pennsylvania,15213,40.44062,-79.99589,711.9,240.0,,,
NCT01042379,Sanford Clinical Research,RECRUITING,Sioux Falls,South Dakota,57104,43.54369,-96.72796,477.7,200.6,"Amy Sanford, MD",,
NCT01042379,Vanderbilt University Medical Center,ACTIVE_NOT_RECRUITING,Nashville,Tennessee,27204,36.16589,-86.78444,624.9,332.9,,,
NCT01042379,"University of Texas, Southwestern Medical Center",ACTIVE_NOT_RECRUITING,Dallas,Texas,75390-9155,32.78306,-96.80667,474.9,403.2,,,
NCT01042379,"University of Texas, M.D. Anderson Cancer Center",ACTIVE_NOT_RECRUITING,Houston,Texas,77230-1439,29.76328,-95.36327,497.8,459.8,,,
NCT01042379,"Huntsman Cancer Institute, University of Utah",RECRUITING,Salt Lake City,Utah,84112,40.76078,-111.89105,265.7,234.4,"Christos Vaklavas, MD",,
NCT01042379,Inova Health System,ACTIVE_NOT_RECRUITING,Falls Church,Virginia,22042,38.88233,-77.17109,756.8,261.6,,,
NCT01042379,Swedish Cancer Institute,ACTIVE_NOT_RECRUITING,Seattle,Washington,98104,47.60621,-122.33207,157.9,78.9,,,
NCT01042379,University of Washington,ACTIVE_NOT_RECRUITING,Seattle,Washington,98115,47.60621,-122.33207,157.9,78.9,,,
NCT01042548,UPMC St. Margaret,RECRUITING,Pittsburgh,Pennsylvania,15215,40.44062,-79.99589,711.9,240.0,Laura Chiesa,412-831-1320,powersl2@upmc.edu
NCT01050504,Fred Hutch/University of Washington Cancer Consortium,RECRUITING,Seattle,Washington,98109,47.60621,-122.33207,157.9,78.9,Robert B. Montgomery,206-598-0856,rbmontgo@uw.edu
NCT01102569,Columbia University Medical Center,RECRUITING,New York,New York,10032,40.71427,-74.00597,793.4,218.3,"Fay Kastrinos, MD",212-305-1021,fk18@columbia.edu
NCT01174121,National Institutes of Health Clinical Center,RECRUITING,Bethesda,Maryland,20892,38.98067,-77.10026,757.5,259.6,,,
NCT01185132,Rocky Mountain Cancer Centers - Aurora,RECRUITING,Aurora,Colorado,80012,39.72943,-104.83192,362.0,266.6,"Dennis Carter, MD",,
NCT01185132,Rocky Mountain Cancer Centers - Boulder,RECRUITING,Boulder,Colorado,80303,40.01499,-105.27055,356.3,260.6,"Andrew Antell, MD",,
NCT01185132,Rocky Mountain Cancer Centers - Lakewood,RECRUITING,Lakewood,Colorado,80228,39.70471,-105.08137,358.4,266.7,"Ralph Wright, MD",,
NCT01185132,Rocky Mountain Cancer Centers - Littleton,RECRUITING,Littleton,Colorado,80120,39.61332,-105.01665,359.2,268.5,"Charles Leonard, MD",,
NCT01185132,Rocky Mountain Cancer Centers - Thornton,RECRUITING,Thornton,Colorado,80260,39.86804,-104.97192,360.3,263.8,"Robert LaPorte, MD",,
NCT01365169,M D Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327,497.8,459.8,Susan K. Peterson,713-792-8267,
NCT01416714,The University of Chicago,RECRUITING,Chicago,Illinois,60637,41.85003,-87.65005,602.7,227.4,"Daniel Catenacci, MD",773-702-7596,dcatenac@medicine.bsd.uchicago.edu
NCT01441089,National Institutes of Health Clinical Center,RECRUITING,Bethesda,Maryland,20892,38.98067,-77.10026,757.5,259.6,For more information at the NIH Clinical Center contact Office of Patient Recruitment (OPR),800-411-1222,ccopr@nih.gov
NCT01492972,Mayo Clinic,RECRUITING,Scottsdale,Arizona,85259-5499,33.50921,-111.89903,242.8,369.1,: Clinical Trials Office - All Mayo Clinic Locations,855-776-0015 (toll free),
NCT01492972,Northwestern Medicine Chicago Proton Center,RECRUITING,Warrenville,Illinois,60555,41.81781,-88.1734,595.5,228.6,"Don Smith, MS, CCRC",630-933-7820,donald.smith3@nm.org
NCT01492972,Oklahoma Proton Center,RECRUITING,Oklahoma City,Oklahoma,73142,35.46756,-97.51643,464.6,352.6,Angela Beebe,405-773-6708,angela.beebe@okcproton.com
NCT01492972,Hampton University Proton Therapy Institute,RECRUITING,Hampton,Virginia,23666,37.02987,-76.34522,775.6,293.4,"Donna Sternberg, RN, BSN, OCN",757-251-6839,donna.Sternberg@hamptonproton.org
NCT01503190,University of Colorado Denver,RECRUITING,Aurora,Colorado,80045,39.72943,-104.83192,362.0,266.6,Hannah Parris,720-848-4170,hannah.parris@cuanschutz.edu
NCT01503190,Denver Health Hospital Authority,RECRUITING,Denver,Colorado,80204,39.73915,-104.9847,359.9,266.2,Hannah Parris,720-848-4170,hannah.parris@cuanschutz.edu
NCT01503190,UCHealth Cherry Creek Medcial Center,RECRUITING,Denver,Colorado,80206,39.73915,-104.9847,359.9,266.2,Hannah Parris,720-848-4170,hannah.parris@cuanschutz.edu
NCT01503190,UCHealth Highlands Ranch Hospital,RECRUITING,Highlands Ranch,Colorado,80129,39.55388,-104.96943,359.7,269.7,Hannah Parris,720-848-4170,hannah.parris@cuanschutz.edu
NCT01503190,UCHealth Lone Tree Medical Center,RECRUITING,Lone Tree,Colorado,80124,39.55171,-104.8863,360.9,269.8,Hannah Parris,720-848-4170,hannah.parris@cuanschutz.edu
NCT01521741,Massachusetts General Hospital,RECRUITING,Boston,Massachusetts,02134,42.35843,-71.05977,825.5,178.3,"Alphonse G Taghian, MD PhD",617-726-6050,ataghian@partners.org
NCT01530373,"Winthrop P. Rockefeller Cancer Institute, University of Arkansas for Medical Sciences",RECRUITING,Little Rock,Arkansas,722205,34.74648,-92.28959,544.0,365.2,"Allen C Sherman, PhD",501-686-8700,shermanallenc@uams.edu
NCT01639508,Memorial Sloan Kettering Basking Ridge,RECRUITING,Basking Ridge,New Jersey,07920,40.70621,-74.54932,786.0,220.2,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Monmouth,RECRUITING,Middletown,New Jersey,07748,40.39428,-74.11709,793.3,224.5,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Bergen,RECRUITING,Montvale,New Jersey,07645,41.04676,-74.02292,791.8,212.2,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Commack,RECRUITING,Commack,New York,11725,40.84288,-73.29289,802.6,213.6,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Westchester,RECRUITING,Harrison,New York,10604,40.96899,-73.71263,796.3,212.7,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Cancer Center,RECRUITING,New York,New York,10065,40.71427,-74.00597,793.4,218.3,"Alexander Drilon, MD",646-888-4206,
NCT01639508,Memorial Sloan Kettering Nassau,RECRUITING,Uniondale,New York,11553,40.70038,-73.59291,799.1,217.2,"Alexander Drilon, MD",646-888-4188,
NCT01720836,UPMC Hillman Cancer Center,RECRUITING,Pittsburgh,Pennsylvania,15232,40.44062,-79.99589,711.9,240.0,,,
NCT01766297,Mayo Clinic,RECRUITING,Scottsdale,Arizona,85259,33.50921,-111.89903,242.8,369.1,Karla Shields Morales,855-776-0015 (toll free),shieldsmorales.karla@mayo.edu
NCT01766297,California Protons Cancer Therapy Center,RECRUITING,San Diego,California,92121,32.71571,-117.16472,159.6,367.9,"Alexandra Crawford, MPH",858-549-7431,alexandra.crawford@californiaprotons.com
NCT01766297,Northwestern Medicine Chicago Proton Center,RECRUITING,Warrenville,Illinois,60555,41.81781,-88.1734,595.5,228.6,"Don Smith, MS, CCRC",630-933-7820,donald.smith3@nm.org
NCT01766297,Maryland Proton Treatment Center,RECRUITING,Baltimore,Maryland,21201,39.29038,-76.61219,763.2,252.5,Caitlin Eggleston,410-328-7586,caitlineggleston@umm.edu
NCT01766297,McLaren Proton Therapy Center,RECRUITING,Flint,Michigan,48532,43.01253,-83.68746,654.2,199.8,Bradley Olsen,313-576-9730,olsenb@karmanos.org
NCT01766297,New York Proton Center,RECRUITING,New York,New York,10035,40.71427,-74.00597,793.4,218.3,Ryan Holder,646-968-9055,rholder@nyproton.com
